organism,genome,symbol,gene_id,gene_number,chr,start,end,strand
Mus musculus,mm10,4930524B15Rik,ENSMUSG00000020299.6,279,chr11,31965592,31979651,+
Mus musculus,mm10,4930544D05Rik,ENSMUSG00000087279.10,280,chr11,70615848,70616890,+
Mus musculus,mm10,4930544G11Rik,ENSMUSG00000036463.8,281,chr6,65952609,65954014,+
Mus musculus,mm10,4930548H24Rik,ENSMUSG00000029138.4,282,chr5,31485740,31488476,+
Mus musculus,mm10,4930550C14Rik,ENSMUSG00000005131.4,283,chr9,53402325,53434402,+
Mus musculus,mm10,4930550L24Rik,ENSMUSG00000046180.11,284,chrX,58909360,58920304,+
Mus musculus,mm10,4930555G01Rik,ENSMUSG00000096197.1,285,chr14,5050629,5059243,+
Mus musculus,mm10,4930556J24Rik,ENSMUSG00000034493.1,286,chr11,3937541,3976778,-
Mus musculus,mm10,4930558C23Rik,ENSMUSG00000105734.1,287,chr3,95386461,95402841,-
Mus musculus,mm10,4930558K02Rik,ENSMUSG00000086277.2,288,chr1,161942086,161979636,-
Mus musculus,mm10,4930562C15Rik,ENSMUSG00000022518.16,289,chr16,4835416,4867686,+
Mus musculus,mm10,4930563E22Rik,ENSMUSG00000053574.5,290,chr11,72215138,72218444,+
Mus musculus,mm10,4930563M21Rik,ENSMUSG00000050702.6,291,chr9,55962589,56010550,-
Mus musculus,mm10,4930564D02Rik,ENSMUSG00000051788.4,292,chr3,105066844,105078806,+
Mus musculus,mm10,4930568D16Rik,ENSMUSG00000026882.1,293,chr2,35354218,35367729,-
Mus musculus,mm10,4930572O03Rik,ENSMUSG00000069720.4,294,chr5,15652286,15657059,-
Mus musculus,mm10,4930578G10Rik,ENSMUSG00000054885.11,295,chr4,42735545,42846248,+
Mus musculus,mm10,4930578I06Rik,ENSMUSG00000021961.6,296,chr14,63969339,63987790,-
Mus musculus,mm10,4930579F01Rik,ENSMUSG00000012042.9,297,chr3,138164078,138239663,-
Mus musculus,mm10,4930579G24Rik,ENSMUSG00000027811.9,298,chr3,79629079,79632820,+
Mus musculus,mm10,4930583I09Rik,ENSMUSG00000024088.4,299,chr17,64832523,64836071,-
Mus musculus,mm10,4930590J08Rik,ENSMUSG00000034063.8,300,chr6,91902809,91950725,+
Mus musculus,mm10,4930595D18Rik,ENSMUSG00000083193.1,301,chr12,111159850,111184491,-
Mus musculus,mm10,4930595M18Rik,ENSMUSG00000060673.2,302,chrX,81419575,81458121,-
Mus musculus,mm10,4930596D02Rik,ENSMUSG00000041068.6,303,chr14,35809488,35811978,-
Mus musculus,mm10,4931400O07Rik,ENSMUSG00000031194.1,304,chrX,62467991,62468812,+
Mus musculus,mm10,4931406B18Rik,ENSMUSG00000013353.10,305,chr7,43492044,43505940,-
Mus musculus,mm10,4931406C07Rik,ENSMUSG00000031938.15,306,chr9,15283337,15306448,-
Mus musculus,mm10,4931406P16Rik,ENSMUSG00000066571.13,307,chr7,34236707,34313551,-
Mus musculus,mm10,4931408C20Rik,ENSMUSG00000073722.3,308,chr1,26681814,26687460,-
Mus musculus,mm10,4931414P19Rik,ENSMUSG00000022179.5,309,chr14,54583663,54605993,-
Mus musculus,mm10,4931417E11Rik,ENSMUSG00000056197.6,310,chr6,73468573,73469667,-
Mus musculus,mm10,4931422A03Rik,ENSMUSG00000046085.7,311,chr2,103966943,104028361,-
Mus musculus,mm10,4931428F04Rik,ENSMUSG00000014837.15,312,chr8,105280409,105289864,-
Mus musculus,mm10,4931428L18Rik,ENSMUSG00000086727.8,313,chr1,30997842,31222684,-
Mus musculus,mm10,4931429L15Rik,ENSMUSG00000056617.12,314,chr9,46303361,46319986,-
Mus musculus,mm10,4932411N23Rik,ENSMUSG00000058670.5,315,chrX,126812462,126815868,-
Mus musculus,mm10,4932414N04Rik,ENSMUSG00000079324.11,316,chr2,68656486,68748467,+
Mus musculus,mm10,4932415D10Rik,ENSMUSG00000044581.8,317,chr10,82282116,82316582,-
Mus musculus,mm10,4932429P05Rik,ENSMUSG00000079513.1,318,chrX,89752268,89755491,+
Mus musculus,mm10,4932438A13Rik,ENSMUSG00000037270.18,319,chr3,36863104,37053033,+
Mus musculus,mm10,4932438H23Rik,ENSMUSG00000039851.11,320,chr16,91053935,91095122,-
Mus musculus,mm10,4933400A11Rik,ENSMUSG00000055357.8,321,chrX,169776257,169779635,-
Mus musculus,mm10,4933402D24Rik,ENSMUSG00000025961.1,322,chr1,63754907,63769267,-
Mus musculus,mm10,4933402E13Rik,ENSMUSG00000045330.8,323,chrX,62283499,62292078,+
Mus musculus,mm10,4933402J07Rik,ENSMUSG00000069971.5,324,chr8,87563853,87589424,+
Mus musculus,mm10,4933402N03Rik,ENSMUSG00000013668.9,325,chr7,131137713,131146314,-
Mus musculus,mm10,4933402N22Rik,ENSMUSG00000067848.12,326,chr5,11918043,11922821,+
Mus musculus,mm10,4933403O08Rik,ENSMUSG00000079460.11,327,chrX,112239049,112243852,+
Mus musculus,mm10,4933405L10Rik,ENSMUSG00000013158.6,328,chr8,105707655,105710246,+
Mus musculus,mm10,4933405O20Rik,ENSMUSG00000084234.2,329,chr7,50599190,50600530,+
Mus musculus,mm10,4933407L21Rik,ENSMUSG00000026224.11,330,chr1,85928483,85940624,+
Mus musculus,mm10,4933409G03Rik,ENSMUSG00000053896.14,331,chr2,68582413,68616463,+
Mus musculus,mm10,4933411K16Rik,ENSMUSG00000090369.3,332,chr19,42052248,42053627,+
Mus musculus,mm10,4933412E24Rik,ENSMUSG00000071749.3,333,chr15,60014866,60016613,-
Mus musculus,mm10,4933414I15Rik,ENSMUSG00000072983.4,334,chr11,50940711,50943765,-
Mus musculus,mm10,4933417A18Rik,ENSMUSG00000021415.13,335,chr13,34924409,34955875,+
Mus musculus,mm10,4933421I07Rik,ENSMUSG00000030463.5,336,chr7,42445462,42448120,-
Mus musculus,mm10,4933424G06Rik,ENSMUSG00000102416.4,337,chr1,36710149,36757953,+
Mus musculus,mm10,4933427D14Rik,ENSMUSG00000020807.15,338,chr11,72153929,72207459,-
Mus musculus,mm10,4933428G20Rik,ENSMUSG00000047988.1,339,chr11,97490783,97500340,-
Mus musculus,mm10,4933428M09Rik,ENSMUSG00000042525.5,340,chrX,139179228,139181009,+
Mus musculus,mm10,4933430I17Rik,ENSMUSG00000058046.1,341,chr4,62525369,62547993,+
Mus musculus,mm10,4933434E20Rik,ENSMUSG00000027942.17,342,chr3,90051636,90063341,+
Mus musculus,mm10,4933436I01Rik,ENSMUSG00000025288.1,343,chrX,67919864,67921450,-
Mus musculus,mm10,5031410I06Rik,ENSMUSG00000051940.2,344,chr5,26098668,26105362,-
Mus musculus,mm10,5031439G07Rik,ENSMUSG00000036046.14,345,chr15,84943936,84988551,-
Mus musculus,mm10,5330417C22Rik,ENSMUSG00000040412.17,346,chr3,108455694,108536536,-
Mus musculus,mm10,5430401F13Rik,ENSMUSG00000094113.7,347,chr6,131486400,131553763,+
Mus musculus,mm10,5430402E10Rik,ENSMUSG00000044121.3,348,chrX,77919786,77925062,-
Mus musculus,mm10,5430403G16Rik,ENSMUSG00000072763.2,349,chr5,109674545,109691041,-
Mus musculus,mm10,5430427O19Rik,ENSMUSG00000025058.4,350,chrX,85870354,85891499,+
Mus musculus,mm10,5530400C23Rik,ENSMUSG00000055594.6,351,chr6,133292216,133295792,+
Mus musculus,mm10,5530401A14Rik,ENSMUSG00000020703.3,352,chr11,81860673,81894582,+
Mus musculus,mm10,5730409E04Rik,ENSMUSG00000073755.4,353,chr4,126609818,126614371,+
Mus musculus,mm10,5730455P16Rik,ENSMUSG00000057181.15,354,chr11,80360492,80378034,-
Mus musculus,mm10,5730480H06Rik,ENSMUSG00000029089.8,355,chr5,48327952,48414294,+
Mus musculus,mm10,5730507C01Rik,ENSMUSG00000073197.9,356,chr12,18514510,18535254,+
Mus musculus,mm10,5730522E02Rik,ENSMUSG00000032985.15,357,chr11,25602763,26210763,-
Mus musculus,mm10,5830411N06Rik,ENSMUSG00000054672.13,358,chr7,140247284,140300736,+
Mus musculus,mm10,6030458C11Rik,ENSMUSG00000022195.7,359,chr15,12808177,12824649,-
Mus musculus,mm10,6030468B19Rik,ENSMUSG00000025573.4,360,chr11,117797660,117807301,+
Mus musculus,mm10,6030498E09Rik,ENSMUSG00000051361.7,361,chrX,38772671,38962686,+
Mus musculus,mm10,6330403K07Rik,ENSMUSG00000018451.7,362,chr11,71031941,71033513,-
Mus musculus,mm10,6330409D20Rik,ENSMUSG00000009551.2,363,chr2,32732620,32741016,-
Mus musculus,mm10,6330411D24Rik,ENSMUSG00000110067.2,364,chr4,142598441,143074839,-
Mus musculus,mm10,6430548M08Rik,ENSMUSG00000031824.15,365,chr8,120114152,120165306,+
Mus musculus,mm10,6430550D23Rik,ENSMUSG00000074646.10,366,chr2,155973279,156007977,-
Mus musculus,mm10,6430571L13Rik,ENSMUSG00000037977.6,367,chr9,107340602,107352422,+
Mus musculus,mm10,6430628N08Rik,ENSMUSG00000034185.9,368,chr4,115890665,115899227,+
Mus musculus,mm10,6720489N17Rik,ENSMUSG00000072066.7,369,chr13,62603013,62624182,-
Mus musculus,mm10,6820408C15Rik,ENSMUSG00000032680.11,370,chr2,152415587,152444330,+
Mus musculus,mm10,7420426K07Rik,ENSMUSG00000074123.1,371,chr9,98903119,98904622,+
Mus musculus,mm10,7530416G11Rik,ENSMUSG00000096607.1,372,chr15,85492736,85503227,-
Mus musculus,mm10,8030462N17Rik,ENSMUSG00000047466.10,373,chr18,77631497,77714486,-
Mus musculus,mm10,8030474K03Rik,ENSMUSG00000046774.17,374,chrX,101794656,101798642,+
Mus musculus,mm10,9030025P20Rik,ENSMUSG00000116953.1,375,chr17,14978468,14991572,+
Mus musculus,mm10,9030624G23Rik,ENSMUSG00000073158.4,376,chr12,24043202,24097246,-
Mus musculus,mm10,9130008F23Rik,ENSMUSG00000054951.3,377,chr17,40875482,40880559,-
Mus musculus,mm10,9130019O22Rik,ENSMUSG00000030823.6,378,chr7,127382260,127387166,-
Mus musculus,mm10,9130023H24Rik,ENSMUSG00000062944.4,379,chr7,128234458,128238031,-
Mus musculus,mm10,9130230L23Rik,ENSMUSG00000054598.13,380,chr5,65979358,66004285,-
Mus musculus,mm10,9130401M01Rik,ENSMUSG00000101892.1,381,chr15,58022259,58034325,-
Mus musculus,mm10,9130409I23Rik,ENSMUSG00000038768.8,382,chr1,181051237,181060667,+
Mus musculus,mm10,9230102O04Rik,ENSMUSG00000079602.2,383,chr2,9883041,9889540,-
Mus musculus,mm10,9230112D13Rik,ENSMUSG00000021797.2,384,chr14,34511621,34522801,-
Mus musculus,mm10,9330159F19Rik,ENSMUSG00000004360.9,385,chr10,29211606,29230779,+
Mus musculus,mm10,9330182L06Rik,ENSMUSG00000056004.16,386,chr5,9266118,9481825,+
Mus musculus,mm10,9330182O14Rik,ENSMUSG00000094112.2,387,chr15,40134365,40150010,+
Mus musculus,mm10,9430015G10Rik,ENSMUSG00000059939.13,388,chr4,156109982,156127265,+
Mus musculus,mm10,9430038I01Rik,ENSMUSG00000040139.14,389,chr7,137375574,137410762,-
Mus musculus,mm10,9430069I07Rik,ENSMUSG00000094447.2,390,chr15,34349051,34357872,-
Mus musculus,mm10,9530002B09Rik,ENSMUSG00000023263.3,391,chr4,122689275,122705129,+
Mus musculus,mm10,9530003J23Rik,ENSMUSG00000020177.12,392,chr10,117232237,117238703,-
Mus musculus,mm10,9530053A07Rik,ENSMUSG00000078776.9,393,chr7,28129466,28164811,+
Mus musculus,mm10,9530068E07Rik,ENSMUSG00000036275.13,394,chr11,52396428,52408728,+
Mus musculus,mm10,9530077C05Rik,ENSMUSG00000036411.10,395,chr9,22411513,22444681,+
Mus musculus,mm10,9630041A04Rik,ENSMUSG00000057710.7,396,chr9,101861841,101943228,+
Mus musculus,mm10,9830107B12Rik,ENSMUSG00000073386.5,397,chr17,48125605,48146268,-
Mus musculus,mm10,9930012K11Rik,ENSMUSG00000044551.13,398,chr14,70154405,70159502,-
Mus musculus,mm10,9930021J03Rik,ENSMUSG00000046138.15,399,chr19,29714402,29805989,-
Mus musculus,mm10,9930022D16Rik,ENSMUSG00000045065.7,400,chr11,109413917,109420405,+
Mus musculus,mm10,9930104L06Rik,ENSMUSG00000044730.17,401,chr4,124937048,124944656,+
Mus musculus,mm10,9930111J21Rik1,ENSMUSG00000069893.10,402,chr11,48946150,48979398,-
Mus musculus,mm10,9930111J21Rik2,ENSMUSG00000069892.9,403,chr11,49015874,49051242,-
Mus musculus,mm10,A030003K21Rik,ENSMUSG00000113084.1,404,chr1,82942559,82943388,-
Mus musculus,mm10,A030005K14Rik,ENSMUSG00000104423.1,405,chr1,83058286,83059378,-
Mus musculus,mm10,A030005L19Rik,ENSMUSG00000113880.1,406,chr1,82913325,82914130,+
Mus musculus,mm10,A030014E15Rik,ENSMUSG00000113973.1,407,chr1,82924917,82925712,+
Mus musculus,mm10,A130010J15Rik,ENSMUSG00000079144.7,408,chr1,193168046,193177832,+
Mus musculus,mm10,A1bg,ENSMUSG00000022347.8,409,chr15,60896859,60923012,-
Mus musculus,mm10,A1cf,ENSMUSG00000052595.8,410,chr19,31868764,31948995,+
Mus musculus,mm10,A230072I06Rik,ENSMUSG00000074473.1,411,chr8,12278819,12280657,+
Mus musculus,mm10,A26c2,ENSMUSG00000109344.1,412,chr7,62778423,62823673,-
Mus musculus,mm10,A26c3,ENSMUSG00000027157.10,413,chr2,111162061,111229602,-
Mus musculus,mm10,A2m,ENSMUSG00000030111.9,414,chr6,121635376,121679227,+
Mus musculus,mm10,A2ml1,ENSMUSG00000047228.9,415,chr6,128539821,128581608,-
Mus musculus,mm10,A330070K13Rik,ENSMUSG00000052014.6,416,chr5,130378778,130384631,-
Mus musculus,mm10,A3galt2,ENSMUSG00000028794.13,417,chr4,128755364,128769298,+
Mus musculus,mm10,A430005L14Rik,ENSMUSG00000047613.10,418,chr4,153957237,153961925,+
Mus musculus,mm10,A430033K04Rik,ENSMUSG00000056014.15,419,chr5,138622859,138652414,+
Mus musculus,mm10,A430089I19Rik,ENSMUSG00000094560.1,420,chr5,94302519,94306796,-
Mus musculus,mm10,A4galt,ENSMUSG00000047878.13,421,chr15,83226722,83251774,-
Mus musculus,mm10,A4gnt,ENSMUSG00000037953.7,422,chr9,99612502,99622367,+
Mus musculus,mm10,A530016L24Rik,ENSMUSG00000043122.7,423,chr12,112489448,112499927,+
Mus musculus,mm10,A530032D15Rik,ENSMUSG00000089844.7,424,chr1,85083069,85109853,-
Mus musculus,mm10,A530064D06Rik,ENSMUSG00000043939.15,425,chr17,48149126,48167275,-
Mus musculus,mm10,A530084C06Rik,ENSMUSG00000090863.1,426,chr13,31556134,31559333,-
Mus musculus,mm10,A630001G21Rik,ENSMUSG00000052760.16,427,chr1,85717083,85778643,-
Mus musculus,mm10,A630010A05Rik,ENSMUSG00000075395.11,428,chr16,14562317,14634108,+
Mus musculus,mm10,A630023A22Rik,ENSMUSG00000095493.2,429,chr14,34051126,34102754,-
Mus musculus,mm10,A630073D07Rik,ENSMUSG00000067541.7,430,chr6,132625111,132651526,-
Mus musculus,mm10,A630076J17Rik,ENSMUSG00000094613.2,431,chr3,107230614,107234723,+
Mus musculus,mm10,A630089N07Rik,ENSMUSG00000116673.1,432,chr16,98001310,98082450,-
Mus musculus,mm10,A630095N17Rik,ENSMUSG00000096094.2,433,chr1,75220095,75232102,-
Mus musculus,mm10,A730009L09Rik,ENSMUSG00000110358.1,434,chr16,84515121,84523888,+
Mus musculus,mm10,A730046J19Rik,ENSMUSG00000085139.1,435,chrX,144153695,144166274,+
Mus musculus,mm10,A730049H05Rik,ENSMUSG00000048636.7,436,chr6,92816478,92847174,+
Mus musculus,mm10,A730071L15Rik,ENSMUSG00000096923.1,437,chr11,6200029,6201643,+
Mus musculus,mm10,A830005F24Rik,ENSMUSG00000053181.1,438,chr13,48513570,48514859,+
Mus musculus,mm10,A830018L16Rik,ENSMUSG00000057715.13,439,chr1,11414105,11975901,+
Mus musculus,mm10,A830031A19Rik,ENSMUSG00000055010.1,440,chr11,24048955,24075054,-
Mus musculus,mm10,A930002H24Rik,ENSMUSG00000045506.3,441,chr17,63863300,63863791,-
Mus musculus,mm10,A930003A15Rik,ENSMUSG00000075330.4,442,chr16,19876567,19884274,-
Mus musculus,mm10,A930004D18Rik,ENSMUSG00000054057.2,443,chr2,18025193,18037737,-
Mus musculus,mm10,A930007A09Rik,ENSMUSG00000118559.2,444,chr16,13754566,13758537,+
Mus musculus,mm10,A930009A15Rik,ENSMUSG00000092210.1,445,chr10,115569986,115582448,+
Mus musculus,mm10,A930017K11Rik,ENSMUSG00000025727.8,446,chr17,25946387,25952565,-
Mus musculus,mm10,A930018P22Rik,ENSMUSG00000032671.5,447,chr2,104122769,104124749,+
Mus musculus,mm10,A930033H14Rik,ENSMUSG00000090622.1,448,chr10,69209762,69213098,-
Mus musculus,mm10,AA467197,ENSMUSG00000033213.16,449,chr2,122636986,122641191,+
Mus musculus,mm10,AA792892,ENSMUSG00000073497.6,450,chr5,94339749,94385079,+
Mus musculus,mm10,AA986860,ENSMUSG00000042510.7,451,chr1,130731976,130744622,+
Mus musculus,mm10,AAdacl4fm3,ENSMUSG00000041735.8,452,chr4,144703191,144721404,-
Mus musculus,mm10,AB124611,ENSMUSG00000057191.13,453,chr9,21526176,21545333,+
Mus musculus,mm10,AC124742.1,ENSMUSG00000118552.1,454,chr12,75630971,75631318,-
Mus musculus,mm10,AC124764.1,ENSMUSG00000118497.1,455,chr18,70267371,70276300,-
Mus musculus,mm10,AC132407.1,ENSMUSG00000118541.1,456,chr8,31918573,31918758,-
Mus musculus,mm10,AC140267.1,ENSMUSG00000115798.1,457,chr15,80235835,80236047,+
Mus musculus,mm10,AC141477.1,ENSMUSG00000117965.1,458,chr10,76440241,76440444,-
Mus musculus,mm10,AC147806.1,ENSMUSG00000118591.1,459,chr1,85484252,85485142,-
Mus musculus,mm10,AC147806.2,ENSMUSG00000118607.1,460,chr1,85526602,85552178,+
Mus musculus,mm10,AC151602.1,ENSMUSG00000118462.1,461,chr7,45418353,45421854,+
Mus musculus,mm10,AC159819.1,ENSMUSG00000118653.1,462,chr9,56437457,56438444,+
Mus musculus,mm10,AC160405.1,ENSMUSG00000118646.1,463,chr10,78288034,78307619,-
Mus musculus,mm10,AC166256.1,ENSMUSG00000118528.1,464,chr10,22712085,22731237,-
Mus musculus,mm10,AC167036.1,ENSMUSG00000118590.1,465,chr1,84958982,84964572,+
Mus musculus,mm10,AC167036.2,ENSMUSG00000118640.1,466,chr1,85027954,85028844,-
Mus musculus,mm10,AF067061,ENSMUSG00000095071.2,467,chr13,120263114,120264517,+
Mus musculus,mm10,AF067063,ENSMUSG00000094237.2,468,chr13,119827961,119830216,-
Mus musculus,mm10,AF366264,ENSMUSG00000057116.5,469,chr8,13835233,13838389,-
Mus musculus,mm10,AI182371,ENSMUSG00000035875.15,470,chr2,35081861,35101543,-
Mus musculus,mm10,AI413582,ENSMUSG00000062753.14,471,chr17,27563573,27565756,-
Mus musculus,mm10,AI429214,ENSMUSG00000074384.4,472,chr8,36993604,36995533,+
Mus musculus,mm10,AI467606,ENSMUSG00000045165.6,473,chr7,127091359,127093986,+
Mus musculus,mm10,AI593442,ENSMUSG00000078307.3,474,chr9,52673042,52679780,-
Mus musculus,mm10,AI597479,ENSMUSG00000010290.7,475,chr1,43098710,43115947,+
Mus musculus,mm10,AI661453,ENSMUSG00000034382.14,476,chr17,47436615,47470638,+
Mus musculus,mm10,AI837181,ENSMUSG00000047423.10,477,chr19,5425144,5427313,+
Mus musculus,mm10,AI854703,ENSMUSG00000053297.14,478,chr6,48626764,48633689,+
Mus musculus,mm10,AI987944,ENSMUSG00000056383.10,479,chr7,41372923,41393379,-
Mus musculus,mm10,AK157302,ENSMUSG00000078139.3,480,chr13,21495223,21497146,+
Mus musculus,mm10,AL607142.1,ENSMUSG00000115115.1,481,chr4,120064996,120093973,+
Mus musculus,mm10,AL646049.1,ENSMUSG00000118554.1,482,chrX,94339903,94364570,-
Mus musculus,mm10,AL731706.1,ENSMUSG00000115423.2,483,chr2,136881271,136891389,-
Mus musculus,mm10,AL731706.2,ENSMUSG00000116563.1,484,chr2,136885500,136885679,-
Mus musculus,mm10,AL805980.1,ENSMUSG00000118638.1,485,chrX,101818184,101821977,-
Mus musculus,mm10,AL845275.1,ENSMUSG00000118578.1,486,chr2,6322263,6323080,-
Mus musculus,mm10,AL929275.1,ENSMUSG00000118600.1,487,chr2,31689118,31689216,+
Mus musculus,mm10,AL935121.1,ENSMUSG00000118623.1,488,chr2,120456019,120504773,+
Mus musculus,mm10,AU015836,ENSMUSG00000081044.8,489,chrX,93968659,93975470,+
Mus musculus,mm10,AU018091,ENSMUSG00000054753.9,490,chr7,3154658,3169203,-
Mus musculus,mm10,AU021092,ENSMUSG00000051669.6,491,chr16,5211823,5222299,-
Mus musculus,mm10,AU022252,ENSMUSG00000078584.9,492,chr4,119203570,119232712,-
Mus musculus,mm10,AU022751,ENSMUSG00000073294.4,493,chrX,6081219,6083419,-
Mus musculus,mm10,AU040320,ENSMUSG00000028830.14,494,chr4,126753544,126870070,+
Mus musculus,mm10,AU041133,ENSMUSG00000078435.5,495,chr10,82128013,82153065,+
Mus musculus,mm10,AV320801,ENSMUSG00000054994.2,496,chrX,135494588,135504594,+
Mus musculus,mm10,AW146154,ENSMUSG00000074166.7,497,chr7,41478874,41499890,-
Mus musculus,mm10,AW209491,ENSMUSG00000039182.6,498,chr13,14630154,14639096,+
Mus musculus,mm10,AW549877,ENSMUSG00000041935.10,499,chr15,3982035,3995744,-
Mus musculus,mm10,AW551984,ENSMUSG00000038112.15,500,chr9,39587396,39604403,-
Mus musculus,mm10,AW554918,ENSMUSG00000033632.16,501,chr18,25168999,25467321,+
Mus musculus,mm10,AW822073,ENSMUSG00000058537.4,502,chr10,58222972,58224930,-
Mus musculus,mm10,AY074887,ENSMUSG00000044820.6,503,chr9,54950230,54950998,-
Mus musculus,mm10,AY358078,ENSMUSG00000050961.4,504,chr14,51800046,51826359,+
Mus musculus,mm10,AY761185,ENSMUSG00000079120.3,505,chr8,20943694,20944710,-
Mus musculus,mm10,Aaas,ENSMUSG00000036678.8,506,chr15,102338252,102350771,-
Mus musculus,mm10,Aacs,ENSMUSG00000029482.4,507,chr5,125475814,125517410,+
Mus musculus,mm10,Aadac,ENSMUSG00000027761.4,508,chr3,60025717,60040160,+
Mus musculus,mm10,Aadacl2,ENSMUSG00000091376.1,509,chr3,60006743,60025420,+
Mus musculus,mm10,Aadacl2fm1,ENSMUSG00000036951.2,510,chr3,59925214,59937949,+
Mus musculus,mm10,Aadacl2fm2,ENSMUSG00000090527.2,511,chr3,59729790,59752333,+
Mus musculus,mm10,Aadacl2fm3,ENSMUSG00000095522.2,512,chr3,59861051,59877313,+
Mus musculus,mm10,Aadacl3,ENSMUSG00000078507.1,513,chr4,144453771,144463756,-
Mus musculus,mm10,Aadacl4,ENSMUSG00000070609.3,514,chr4,144613707,144623398,+
Mus musculus,mm10,Aadacl4fm1,ENSMUSG00000028593.5,515,chr4,144519822,144529353,+
Mus musculus,mm10,Aadacl4fm2,ENSMUSG00000078506.1,516,chr4,144555000,144565134,-
Mus musculus,mm10,Aadacl4fm4,ENSMUSG00000078505.1,517,chr4,144669937,144686368,-
Mus musculus,mm10,Aadacl4fm5,ENSMUSG00000078504.2,518,chr4,144777204,144786583,-
Mus musculus,mm10,Aadat,ENSMUSG00000057228.6,519,chr8,60505932,60545677,+
Mus musculus,mm10,Aagab,ENSMUSG00000037257.8,520,chr9,63602660,63644588,+
Mus musculus,mm10,Aak1,ENSMUSG00000057230.14,521,chr6,86849517,87003223,+
Mus musculus,mm10,Aamdc,ENSMUSG00000035642.16,522,chr7,97550331,97579497,-
Mus musculus,mm10,Aamp,ENSMUSG00000006299.13,523,chr1,74279840,74284738,-
Mus musculus,mm10,Aanat,ENSMUSG00000020804.12,524,chr11,116586432,116597680,+
Mus musculus,mm10,Aar2,ENSMUSG00000027628.10,525,chr2,156547584,156568972,+
Mus musculus,mm10,Aard,ENSMUSG00000068522.4,526,chr15,52040107,52045722,+
Mus musculus,mm10,Aars,ENSMUSG00000031960.14,527,chr8,111033144,111057664,+
Mus musculus,mm10,Aars2,ENSMUSG00000023938.8,528,chr17,45506841,45520843,+
Mus musculus,mm10,Aarsd1,ENSMUSG00000075528.13,529,chr11,101406839,101417615,-
Mus musculus,mm10,Aasdh,ENSMUSG00000055923.16,530,chr5,76873659,76905514,-
Mus musculus,mm10,Aasdhppt,ENSMUSG00000025894.11,531,chr9,4294793,4309471,-
Mus musculus,mm10,Aass,ENSMUSG00000029695.13,532,chr6,23072173,23132986,-
Mus musculus,mm10,Aatf,ENSMUSG00000018697.14,533,chr11,84422855,84513522,-
Mus musculus,mm10,Aatk,ENSMUSG00000025375.15,534,chr11,120007313,120047167,-
Mus musculus,mm10,Abat,ENSMUSG00000057880.12,535,chr16,8513429,8621568,+
Mus musculus,mm10,Abca1,ENSMUSG00000015243.4,536,chr4,53030787,53159895,-
Mus musculus,mm10,Abca12,ENSMUSG00000050296.14,537,chr1,71242276,71414910,-
Mus musculus,mm10,Abca13,ENSMUSG00000004668.14,538,chr11,9191942,9684259,+
Mus musculus,mm10,Abca14,ENSMUSG00000062017.15,539,chr7,120203961,120325352,+
Mus musculus,mm10,Abca15,ENSMUSG00000054746.18,540,chr7,120328670,120407687,+
Mus musculus,mm10,Abca16,ENSMUSG00000051900.12,541,chr7,120409647,120544813,+
Mus musculus,mm10,Abca17,ENSMUSG00000035435.17,542,chr17,24264259,24351068,-
Mus musculus,mm10,Abca2,ENSMUSG00000026944.18,543,chr2,25428703,25448540,+
Mus musculus,mm10,Abca3,ENSMUSG00000024130.16,544,chr17,24351950,24410201,+
Mus musculus,mm10,Abca4,ENSMUSG00000028125.14,545,chr3,122044443,122180123,+
Mus musculus,mm10,Abca5,ENSMUSG00000018800.14,546,chr11,110269369,110337716,-
Mus musculus,mm10,Abca6,ENSMUSG00000044749.13,547,chr11,110176820,110251776,-
Mus musculus,mm10,Abca7,ENSMUSG00000035722.15,548,chr10,79996494,80015572,+
Mus musculus,mm10,Abca8a,ENSMUSG00000041828.15,549,chr11,110025634,110095978,-
